2-2023-11	《綿花糖2號》 (《童文匯》2023年11月) - 兒童文學	兒童文學	
2025-2025-11	《當胖豬豬遇上牛精明》 (《澳門作家文集2025》(澳門作家協會) 2025年11月) - 兒童文學	兒童文學	我叫“胖豬八號”，是具有感情的機器人。我在愛德小學的遊樂園當老師的助手，陪小朋友一起玩，大家卻都叫我胖豬豬。校裡有位彭老師，小朋友很喜歡聽他說故事。最近我向彭老師學講故事，我學了不久，他便安排我當親子故事班的導師。我這麽笨，怎會有能力去在故事班講故事呢？可是彭老師說，學講故事最重要的就是實踐，一邊講一邊學便可以。    ...
2025-6	《如果神明要寫詩》 (《童一枝筆》(澳門筆會)2025年6月) - 兒童文學	兒童文學	我叫“神明五號”，是具有情感的機器人。我是愛德小學彭老師的學生，也是他的助手。今天，我本來要上彭老師的課，學習寫詩，可是他突然生病，要我代他教這一堂課！我表示不懂得寫詩，更不懂得怎樣教。老師卻笑著説，小朋友會教我的，此外，注意幫助朱孝德同學。 朱孝德性格孤獨，悶悶不樂，經常犯錯，成績較差。同學們時常取笑他是“傻仔”、“傻豬”。我記得上次他交的週記很古怪：“通
2026-1-a648c94f-4e18-47f0-8e7b-8321e2974247	《當學校正在消失》 (《少年月刊》2026年1月) - 兒童文學	兒童文學	我是“神明五号”，爱德小学唯一的AI学生。最近，我们的学校正在逐渐消失！    我听到越来越多的同学在问：“为什么要学数学呢？AI不是都会算吗？”“为什么要背课文呢？搜索一下不就有了吗？”    昨天，古怪的事情发生了……    操场的秋千有一端渐渐地变得透明，就像被橡皮擦从现实的画布上轻轻抹去。跟着图书馆的书架开始消失，书籍悬浮在空中，书页如秋叶般飘
2026-1	《想聽聽彭老師的寫作故事嗎？》 (《興趣閱讀》2026年1月) - 文章	文章	各位亲爱的小朋友： 你喜欢作文吗？老师给了题目，你想不出怎样写，怎么办？  我先分享我的故事…… 我读小学时，很害怕作文，有时收到题目，不知怎写，便问妈妈。我一直不喜欢作文，念大学时，选了数学——这是最不需要作文的专业！ 为什么我后来喜欢写作，成为作家呢？这就要讲一个讲故事的故事了…… 我女儿三岁开始，我每天晚上为她说故事，是随口创作的故事。我有口吃的毛病，
2026-2	《悟空會不會哭？》 (《少男少女》2026年2月) - 文章	文章	
2026-6-cdf8a011-28e2-47bc-87cd-de8bbb4b3386	《聲仔與我》 (《童一枝筆》2026年6月) - 兒童文學	兒童文學	我是一名小學生，叫費士繁，向來做事爽快，不喜歡拖泥帶水。我喜歡安靜，不想被噪音打擾。每天走進校園，到處都是聲音：鳥叫、唱歌、聊天、玩耍……吵得我心煩。我總是低著頭加快腳步，趕快回教室，只想早點遠離那些噪音。今早，我經過休憩區，合唱團正在那裡排練。無意間，我看見一個年約三四歲的小男孩，安靜地站在一旁。為什麼幼兒園的小朋友會來小學部呢？不管他了，趕快回教室。午餐
2026-6	《獎盃換走路》 (《童一枝筆》2026年6月) - 兒童文學	兒童文學	我叫思朗，是澳門愛德中學的初二學生。 今天，我手裏捧著那座閃閃發亮的大獎盃，站在家門口，心裏說不出的興奮。我想，奶奶看見我給她拿獎盃回來，一定會很開心，一定願意好好練習走路，堅持做康復訓練。...
2026-7acd7724-afcb-4e2f-8d68-c00d3912f55e	《獎盃換走路》 (《童夢心田》2026年) - 兒童文學	兒童文學	我叫思朗，是澳門愛德中學的初二學生。    今天，我手裏捧著那座閃閃發亮的大獎盃，站在家門口，心裏說不出的興奮。我想，奶奶看見我給她拿獎盃回來，一定會很開心，一定願意好好練習走路，堅持做康復訓練。    我扭開門鎖，推門而入，臉上掛著最開心的表情——卻在剎那間，整個人呆住了。    我的班主任李老師，正坐在家裏的沙發上，和奶奶閒話家常。    我嚇得雙手發抖
2026	《爭氣》 (《眾山文學》2026年) - 兒童文學	兒童文學	我叫黄志富，是一家公司的老板。做事讲求速度与效率，最讨厌拖拖拉拉。我一直认为，做人要有骨气，要争气。在我眼里，身边的人动作实在太慢，慢得像是在阻挡地球转动。   我的秘书叫静文，是我最得力的助手。她能干又有学识，只可惜总爱管着我，动不动就劝我冷静，劝我不要发火。她最常挂在嘴边的四个字是：闲气莫争。   近来，静文常常跟我说《西游记》的故事。她说，《西游
256-2016-05	《開元故事法與情境教育》 (《中國教師》第256期 2016-05)   - 文章	文章	引言筆者創立的“開元故事法”，主張根據孩子的興趣及需要去選擇或創作故事。其核心理念是：“仁愛共勉，忠誠表達，情境共鳴，多元寬容”。 本文介紹如何用“開元故事法”為孩子作情境教育。 情境教育情境教育就是讓人在真實的、模擬的、甚至想像的情境下學習。它是一種生動、具體...
30-2010-11	《親子教育的重要性》 (《百份百家長》第30期 2010-11) - 文章	文章	出處: http://www.dsej.gov.mo/caet/p100/no30/p21-24.pdf
31-2011-04	《親子故事取材與開元故事法》 (《百份百家長》第31期 2011-04)   - 文章	文章	出處: http://www.dsej.gov.mo/caet/p100/no31/p42-44.pdf
32-2016-09	《校園童話：遇新環境，學古方言》  《澳大鏡報》總第32期 2016-09   - 校園童話	校園童話	小孩代課小孩子擔任澳大學生事務長不久，同事便告訴他要恢復開辦粤語班，讓很多外地來的新同學可以學習粵語，更好地適應新環境。小孩子說好，同事便趕緊去辦。 有一天，粵語班鄧老師因病缺課，同事便叫小孩子代課，說鄧老師的講義已發給學生，小孩子照講便可。小孩子雖然很怕當老師，卻不敢推辭。 小孩子來到教室，才知這是第二堂課。他拿著鄧老師的講義一看，心便很慌，怎麼鄧老師教的
ai-2025-2025-11	《當哲學遇上AI：文理共生的量子糾纏》 (《澳門作家文集2025》(澳門作家協會) 2025年11月) - 小...	小說	今天，畢業廿年的我，受學務長的邀請，重回母校——神敬大學，作開學禮的演講嘉賓。一進校園，便見“百年樹人榮神耀國”的紅色橫幅，心中感到振奮不已。時值母校百年校慶，本該全校歡騰，卻見會堂前師生群聚，高舉“誓死保衛哲學系”的黑布條，擴音口號響徹校園。哲學系作為創校科系，百年樹人，卻因校方經費不足，加上AI浪潮下的“文科無用論”盛行，致報讀人數銳減，校方決定
stay-at-home-2020-11	《留家中》Stay at Home (《童一枝筆》(澳門筆會) 2020年11月) - 詩歌	詩歌	疫情重，莫驚恐，不聚眾，留家中……留家中，親情頌，心意送，電話通。留家中，做運動，課本懂，知識通。留家中，勿悲痛，人輕鬆，看卡通。留家中，疫情控，病毒終，運興隆！ Stay at home,not alone, we talk on phone!Stay at home,not to moan, and not to groan, we watch cart
